Date,Open,High,Low,Close,Adj Close,Volume,year,day,month
2000-02-23,53.334103,53.334103,50.641869,51.028683,38.894909,31227592.0,2000,23,2
2000-02-24,51.508331,52.715199,50.951321,52.104031,39.714558,36605791.0,2000,24,2
2000-02-25,52.823505,53.055595,50.456196,50.84301,38.753391,25284007.0,2000,25,2
2000-02-28,50.262787,52.181393,47.965103,51.539276,39.284096,32483223.0,2000,28,2
2000-02-29,52.281963,53.047859,47.415829,48.096622,36.660042,64437118.0,2000,29,2
2000-03-01,48.738735,51.036419,46.263119,49.017242,37.361763,69580276.0,2000,1,3
2000-03-02,49.334431,49.821819,45.102673,45.141354,34.40749,81022150.0,2000,2,3
2000-03-03,44.267151,44.267151,41.536232,41.536232,31.659605,29967630.0,2000,3,3
2000-03-06,41.536232,43.919018,38.217358,39.292706,29.949553,67414030.0,2000,6,3
2000-03-07,39.764618,40.07407,37.134274,37.490143,28.575607,61789492.0,2000,7,3
2000-03-08,38.201885,38.7589,35.587013,36.043453,27.472914,46898188.0,2000,8,3
2000-03-09,36.499897,37.505615,34.681866,35.788158,27.278328,35842630.0,2000,9,3
2000-03-10,36.205917,36.329697,33.204231,33.552364,25.574173,42637713.0,2000,10,3
2000-03-13,34.024281,35.509651,30.991646,31.440351,23.964359,69577129.0,2000,13,3
2000-03-14,31.796223,33.962387,30.504259,33.91597,25.851315,65317454.0,2000,14,3
2000-03-15,34.658657,36.631413,33.420849,36.631413,27.921072,36911809.0,2000,15,3
2000-03-16,37.056911,38.341137,35.602486,36.337437,27.697001,68277374.0,2000,16,3
2000-03-17,36.337437,36.337437,36.337437,36.337437,27.697001,0.0,2000,17,3
2000-03-20,36.337437,36.337437,36.337437,36.337437,27.697001,0.0,2000,20,3
2000-03-21,36.948605,37.567509,35.215672,36.809349,28.056694,44194444.0,2000,21,3
2000-03-22,37.907906,38.449448,37.319946,37.660343,28.705341,31873171.0,2000,22,3
2000-03-23,37.946587,38.031685,36.90992,37.281265,28.416399,27701407.0,2000,23,3
2000-03-24,37.010494,37.590717,36.770668,37.227112,28.375114,17048508.0,2000,24,3
2000-03-27,37.598454,40.205589,37.598454,40.205589,30.645365,26767719.0,2000,27,3
2000-03-28,40.708447,43.423893,40.708447,43.423893,33.098404,45414179.0,2000,28,3
2000-03-29,44.066006,44.85511,41.621334,41.977203,31.995724,66425961.0,2000,29,3
2000-03-30,41.621334,45.334759,39.965763,45.334759,34.554901,110959424.0,2000,30,3
2000-03-31,45.953667,48.963089,43.338795,48.963089,37.32048,127348768.0,2000,31,3
2000-04-03,50.696022,51.632114,49.218388,50.84301,38.753391,138005247.0,2000,3,4
2000-04-04,50.440723,50.440723,46.781448,46.781448,35.657585,87447974.0,2000,4,4
2000-04-05,46.943913,48.274555,43.052547,46.765976,35.645798,162780343.0,2000,5,4
2000-04-06,46.882023,50.510349,46.812393,50.463932,39.296852,104953613.0,2000,6,4
2000-04-07,51.028683,54.502285,51.028683,54.502285,42.441559,75527920.0,2000,7,4
2000-04-10,57.2332,58.795937,55.62405,56.405415,43.923542,142902280.0,2000,10,4
2000-04-11,55.39196,55.546684,53.61261,54.734371,42.622276,63076282.0,2000,11,4
2000-04-12,55.237232,55.701412,51.740421,52.2897,40.718594,111576934.0,2000,12,4
2000-04-13,51.229828,51.229828,48.112095,48.112095,37.465439,1455558.0,2000,13,4
2000-04-14,48.112095,48.112095,48.112095,48.112095,37.465439,0.0,2000,14,4
2000-04-17,44.267151,46.541622,44.267151,46.17028,35.953323,102966877.0,2000,17,4
2000-04-18,45.969135,47.794907,45.489487,46.425579,36.152126,56718132.0,2000,18,4
2000-04-19,47.609234,50.139008,46.897495,48.715527,37.935337,105306863.0,2000,19,4
2000-04-20,48.429283,52.614624,47.84906,52.258755,40.6945,125305202.0,2000,20,4
2000-04-21,52.258755,52.258755,52.258755,52.258755,40.6945,0.0,2000,21,4
2000-04-24,53.535248,55.794247,49.976543,52.134975,40.598103,113867362.0,2000,24,4
2000-04-25,49.868237,52.529526,48.220402,51.376816,40.007713,102177560.0,2000,25,4
2000-04-26,52.606888,55.492531,52.606888,55.384224,43.128326,109861490.0,2000,26,4
2000-04-27,55.825191,56.629768,52.343853,53.481091,41.646336,190967027.0,2000,27,4
2000-04-28,53.767334,54.448132,52.653309,53.388256,41.574047,86775050.0,2000,28,4
2000-05-01,53.388256,53.388256,53.388256,53.388256,41.574047,0.0,2000,1,5
2000-05-02,53.8447,54.873627,50.324677,50.928108,39.658306,106153132.0,2000,2,5
2000-05-03,50.595448,51.655323,47.841324,50.750175,39.519745,88932952.0,2000,3,5
2000-05-04,51.214355,53.063332,51.214355,52.173656,40.628223,73208577.0,2000,4,5
2000-05-05,52.374802,52.846714,50.765648,51.887413,40.405323,72028040.0,2000,5,5
2000-05-08,51.214355,52.142712,49.868237,50.131271,39.0378,38075892.0,2000,8,5
2000-05-09,49.744453,51.345871,49.264805,50.804329,39.56192,39661312.0,2000,9,5
2000-05-10,51.059628,51.817787,50.022961,50.324677,39.188408,42996055.0,2000,10,5
2000-05-11,50.139008,50.139008,48.584007,49.009506,38.164272,41550605.0,2000,11,5
2000-05-12,49.450478,49.899181,48.4757,48.877991,38.061855,26726872.0,2000,12,5
2000-05-15,48.282291,50.239578,47.423561,49.435001,38.495602,37468476.0,2000,15,5
2000-05-16,49.512367,49.806347,48.738735,49.110077,38.242584,20251729.0,2000,16,5
2000-05-17,49.651619,50.812065,48.932144,49.334431,38.417286,50428238.0,2000,17,5
2000-05-18,49.202915,49.473682,47.516399,47.980576,37.363026,34788916.0,2000,18,5
2000-05-19,47.655651,49.365376,47.539608,48.83157,38.025707,51491827.0,2000,19,5
2000-05-22,48.429283,49.032715,47.810379,48.344185,37.646175,20150110.0,2000,22,5
2000-05-23,48.320976,48.893459,47.733013,48.700054,37.923294,26946906.0,2000,23,5
2000-05-24,48.529854,49.187443,47.965103,48.390602,37.682308,26123367.0,2000,24,5
2000-05-25,48.320976,49.171967,48.135303,48.398338,37.688335,16915486.0,2000,25,5
2000-05-26,48.70779,49.202915,48.119831,48.963089,38.12812,22651653.0,2000,26,5
2000-05-29,49.280277,53.759598,49.202915,52.52179,40.899319,76298378.0,2000,29,5
2000-05-30,52.722935,53.512035,52.158184,53.194847,41.423435,36778192.0,2000,30,5
2000-05-31,54.308876,55.206287,52.931812,53.21032,41.435482,54625965.0,2000,31,5
2000-06-01,52.931812,53.519772,52.011192,52.483109,40.86919,34780062.0,2000,1,6
2000-06-02,53.071068,53.535248,51.694004,52.212337,40.658344,37785501.0,2000,2,6
2000-06-05,52.251019,54.440395,52.049873,52.483109,40.86919,70082118.0,2000,5,6
2000-06-06,52.297436,53.047859,52.003456,52.421219,40.821003,25330702.0,2000,6,6
2000-06-07,52.591415,53.287685,52.026665,52.2897,40.718594,24249864.0,2000,7,6
2000-06-08,52.591415,53.38052,52.336117,52.738407,41.068001,29732906.0,2000,8,6
2000-06-09,52.900867,54.571911,52.4599,52.792561,41.110176,79452454.0,2000,9,6
2000-06-12,52.978233,53.488827,52.382538,52.514053,40.893291,26640946.0,2000,12,6
2000-06-13,52.452164,53.604874,52.150448,52.374802,40.784855,44187341.0,2000,13,6
2000-06-14,53.61261,53.61261,52.003456,52.196865,40.646294,28979213.0,2000,14,6
2000-06-15,52.761616,52.761616,50.672813,51.283981,39.935429,39276122.0,2000,15,6
2000-06-16,50.990002,51.964775,50.9049,51.407761,40.031811,29463604.0,2000,16,6
2000-06-19,51.639851,51.987984,51.090572,51.268509,39.923386,20053533.0,2000,19,6
2000-06-20,51.60117,51.678532,50.835274,51.106045,39.796848,26810168.0,2000,20,6
2000-06-21,51.678532,51.678532,50.788857,50.928108,39.658306,13386742.0,2000,21,6
2000-06-22,51.113781,54.123203,50.015224,53.38052,41.568027,123720150.0,2000,22,6
2000-06-23,53.550716,54.873627,51.83326,52.258755,40.6945,103392887.0,2000,23,6
2000-06-26,51.83326,51.926094,50.788857,51.237564,39.899281,22394715.0,2000,26,6
2000-06-27,51.268509,52.591415,51.0751,51.755894,40.302906,49353042.0,2000,27,6
2000-06-28,51.83326,52.134975,51.446442,51.639851,40.212543,11276219.0,2000,28,6
2000-06-29,51.887413,53.488827,51.817787,52.955025,41.236679,49235492.0,2000,29,6
2000-06-30,53.225792,53.334103,51.987984,52.730671,41.061981,41011640.0,2000,30,6
2000-07-03,52.297436,54.455868,52.297436,53.867908,41.947567,63681797.0,2000,3,7
2000-07-04,53.937534,54.092258,53.233528,53.44241,41.616222,34776081.0,2000,4,7
2000-07-05,53.999424,55.755566,53.628082,54.796265,42.670483,87640747.0,2000,5,7
2000-07-06,54.308876,56.459572,54.154148,56.065018,43.658474,92609170.0,2000,6,7
2000-07-07,56.382206,56.614296,55.701412,55.887081,43.519913,51505270.0,2000,7,7
2000-07-10,56.165588,57.4034,55.492531,57.016582,44.399467,60875833.0,2000,10,7
2000-07-11,57.2332,58.440063,56.714867,58.169292,45.297092,78466835.0,2000,11,7
2000-07-12,57.883049,58.138348,56.93922,57.256409,44.586227,32654403.0,2000,12,7
2000-07-13,57.372456,57.836632,56.165588,56.591087,44.068134,38426343.0,2000,13,7
2000-07-14,56.668449,57.318298,55.639523,55.887081,43.519913,41386508.0,2000,14,7
2000-07-17,56.15012,56.459572,55.314594,56.212009,43.77293,39756325.0,2000,17,7
2000-07-18,55.933502,56.165588,55.128925,55.415169,43.152424,24046155.0,2000,18,7
2000-07-19,55.469322,56.088226,54.540966,54.788528,42.664452,27002908.0,2000,19,7
2000-07-20,54.602856,55.825191,53.689972,55.33007,43.086155,57529714.0,2000,20,7
2000-07-21,55.237232,55.237232,52.955025,53.21032,41.435482,66342633.0,2000,21,7
2000-07-24,52.769352,52.769352,50.15448,50.518085,39.33902,38884488.0,2000,24,7
2000-07-25,49.906918,52.05761,49.543312,51.663059,40.230618,42688021.0,2000,25,7
2000-07-26,52.452164,52.452164,50.131271,50.378834,39.230568,25082250.0,2000,26,7
2000-07-27,50.440723,54.277931,49.837292,53.233528,41.453564,55675794.0,2000,27,7
2000-07-28,53.8447,54.154148,52.483109,52.676517,41.01981,38682538.0,2000,28,7
2000-07-31,52.297436,52.746143,51.910622,52.111767,40.580036,12968286.0,2000,31,7
2000-08-01,51.987984,52.900867,51.926094,52.374802,40.784855,24125696.0,2000,1,8
2000-08-02,52.204601,52.560471,51.987984,52.452164,40.8451,9412423.0,2000,2,8
2000-08-03,52.575943,53.187111,52.034401,52.243282,40.682442,21545647.0,2000,3,8
2000-08-04,52.374802,52.413483,50.928108,51.0751,39.77277,21145379.0,2000,4,8
2000-08-07,50.9049,51.36908,50.15448,51.098309,39.790844,15971987.0,2000,7,8
2000-08-08,51.314926,51.577961,50.982265,51.191147,39.863132,14558586.0,2000,8,8
2000-08-09,51.523808,52.297436,51.237564,51.632114,40.206512,15479064.0,2000,9,8
2000-08-10,51.36908,51.949303,50.773384,50.990002,39.70649,10987386.0,2000,10,8
2000-08-11,50.982265,51.36908,50.703758,50.943584,39.670353,12610712.0,2000,11,8
2000-08-14,50.9049,51.345871,49.868237,50.959057,39.682407,17141782.0,2000,14,8
2000-08-15,50.959057,50.959057,50.959057,50.959057,39.682407,0.0,2000,15,8
2000-08-16,51.353607,52.730671,51.098309,52.204601,40.652317,31149803.0,2000,16,8
2000-08-17,52.452164,53.44241,51.910622,52.258755,40.6945,39757992.0,2000,17,8
2000-08-18,52.150448,52.583679,51.93383,52.134975,40.598103,11853252.0,2000,18,8
2000-08-21,52.018929,52.436691,51.848732,52.065346,40.543888,9360408.0,2000,21,8
2000-08-22,52.374802,52.955025,52.096294,52.343853,40.760761,18410146.0,2000,22,8
2000-08-23,52.869923,53.535248,52.382538,52.537262,40.911369,35053972.0,2000,23,8
2000-08-24,52.452164,52.722935,51.678532,51.926094,40.435444,21329032.0,2000,24,8
2000-08-25,52.065346,52.359325,51.253036,51.616642,40.194477,10697959.0,2000,25,8
2000-08-28,51.60117,51.83326,51.30719,51.400024,40.025787,7696288.0,2000,28,8
2000-08-29,51.260773,51.755894,50.951321,51.121517,39.80891,13992761.0,2000,29,8
2000-08-30,51.794579,52.421219,51.30719,52.127239,40.592083,19816398.0,2000,30,8
2000-08-31,52.374802,52.730671,51.840996,52.073086,40.549919,17714510.0,2000,31,8
2000-09-01,52.073086,52.073086,52.073086,52.073086,40.549919,0.0,2000,1,9
2000-09-04,52.436691,55.198551,52.336117,54.757584,42.640362,50900906.0,2000,4,9
2000-09-05,55.237232,55.639523,54.502285,55.043827,42.863251,23488402.0,2000,5,9
2000-09-06,55.082508,56.614296,54.463604,56.258427,43.809074,63211236.0,2000,6,9
2000-09-07,55.879349,57.387928,55.716885,55.987656,43.598236,48790241.0,2000,7,9
2000-09-08,56.010864,58.022305,55.863873,57.387928,44.688637,38496874.0,2000,8,9
2000-09-11,57.99136,59.879017,57.883049,59.283321,46.1646,45598725.0,2000,11,9
2000-09-12,59.569565,60.312252,58.981606,59.329739,46.200745,27993820.0,2000,12,9
2000-09-13,59.716557,59.716557,57.558125,58.099667,45.242874,38251770.0,2000,13,9
2000-09-14,58.184765,58.896507,57.666435,58.130611,45.266968,27142859.0,2000,14,9
2000-09-15,58.177029,58.354965,56.188801,56.622032,44.092228,24551946.0,2000,15,9
2000-09-18,56.165588,56.165588,53.094276,53.566193,41.712616,33873654.0,2000,18,9
2000-09-19,53.256741,54.455868,51.678532,52.235546,40.676422,31450567.0,2000,19,9
2000-09-20,52.800297,54.270195,52.235546,53.767334,41.869244,24745287.0,2000,20,9
2000-09-21,53.829224,54.154148,52.970493,53.829224,41.917435,22323744.0,2000,21,9
2000-09-22,53.689972,53.689972,51.980247,52.351589,40.766785,27224002.0,2000,22,9
2000-09-25,52.924076,53.535248,52.297436,52.908604,41.200535,22404881.0,2000,25,9
2000-09-26,53.225792,53.225792,52.305172,52.808033,41.122227,18465314.0,2000,26,9
2000-09-27,52.769352,54.881363,51.740421,54.448132,42.399391,42747953.0,2000,27,9
2000-09-28,54.92778,54.92778,53.14843,53.473354,41.640312,31826547.0,2000,28,9
2000-09-29,53.813751,54.13868,52.769352,52.993706,41.266811,17536357.0,2000,29,9
2000-10-02,52.993706,52.993706,52.993706,52.993706,41.266811,0.0,2000,2,10
2000-10-03,52.614624,53.457882,52.336117,53.094276,41.345123,19365124.0,2000,3,10
2000-10-04,53.535248,53.922062,53.21032,53.635818,41.76683,11730260.0,2000,4,10
2000-10-05,53.403728,53.736389,52.405746,52.630096,40.983658,11097865.0,2000,5,10
2000-10-06,52.305172,52.885395,52.073086,52.668777,41.013783,13474626.0,2000,6,10
2000-10-09,52.761616,53.61261,52.4599,52.676517,41.01981,15937739.0,2000,9,10
2000-10-10,52.769352,52.838978,51.585697,51.864204,40.387245,13848357.0,2000,10,10
2000-10-11,51.523808,51.740421,50.688286,51.106045,39.796848,12546690.0,2000,11,10
2000-10-12,50.672813,51.755894,49.906918,50.649605,39.441425,31881405.0,2000,12,10
2000-10-13,50.324677,50.324677,47.206947,49.249332,38.351025,24689867.0,2000,13,10
2000-10-16,49.667091,51.740421,47.230156,48.01152,37.387119,31406165.0,2000,16,10
2000-10-17,47.214684,48.228138,45.992348,46.719559,36.381062,37963551.0,2000,17,10
2000-10-18,46.340481,46.804657,45.528168,46.162544,35.947308,17522746.0,2000,18,10
2000-10-19,45.922718,47.717545,44.406403,46.905231,36.525639,32428346.0,2000,19,10
2000-10-20,47.84906,48.506645,45.822147,46.123863,35.917187,40684100.0,2000,20,10
2000-10-23,46.108391,46.108391,43.841652,44.22847,34.441208,22863304.0,2000,23,10
2000-10-24,44.251678,45.597794,44.019588,45.288342,35.266556,32262879.0,2000,24,10
2000-10-25,45.489487,47.825851,45.38118,47.199211,36.754559,35445366.0,2000,25,10
2000-10-26,47.647915,47.965103,47.044483,47.276573,36.814812,8735685.0,2000,26,10
2000-10-27,47.493191,47.733013,46.433315,46.874287,36.501553,22488403.0,2000,27,10
2000-10-30,47.114113,47.872269,46.433315,46.572571,36.266594,18891248.0,2000,30,10
2000-10-31,46.425579,46.998066,45.535904,46.750504,36.405151,19618326.0,2000,31,10
2000-11-01,48.034733,48.398338,47.121845,47.740753,37.17627,33449647.0,2000,1,11
2000-11-02,47.794907,49.202915,47.794907,48.847046,38.037758,34547024.0,2000,2,11
2000-11-03,49.264805,49.62841,48.70779,48.839306,38.031731,27048919.0,2000,3,11
2000-11-06,49.040451,49.496895,48.274555,48.382866,37.676289,25774473.0,2000,6,11
2000-11-07,47.988312,48.777416,47.988312,48.460228,37.736538,16787686.0,2000,7,11
2000-11-08,49.00177,49.883709,48.738735,49.272541,38.369091,36326556.0,2000,8,11
2000-11-09,49.125549,49.930126,48.893459,49.380848,38.453423,24601239.0,2000,9,11
2000-11-10,49.272541,49.473682,48.003784,48.14304,37.48954,22722190.0,2000,10,11
2000-11-13,47.972839,47.972839,46.595779,46.789185,36.43528,15082111.0,2000,13,11
2000-11-14,46.735031,48.259083,46.735031,48.127567,37.477489,23764438.0,2000,14,11
2000-11-15,48.885723,49.110077,47.980576,48.444756,37.724491,19781582.0,2000,15,11
2000-11-16,48.738735,48.800625,47.864532,48.220402,37.549778,21065638.0,2000,16,11
2000-11-17,48.119831,48.189457,47.578289,48.096622,37.453384,21922558.0,2000,17,11
2000-11-20,48.050205,48.367393,47.818115,47.996052,37.375072,10856730.0,2000,20,11
2000-11-21,48.390602,48.390602,47.593761,47.825851,37.242542,24245818.0,2000,21,11
2000-11-22,47.965103,48.197193,47.593761,47.67886,37.128075,7411113.0,2000,22,11
2000-11-23,47.500927,48.351921,47.230156,48.14304,37.48954,16483956.0,2000,23,11
2000-11-24,48.351921,49.032715,48.274555,48.483437,37.754612,21784579.0,2000,24,11
2000-11-27,48.584007,49.496895,48.506645,49.311222,38.399208,19903914.0,2000,27,11
2000-11-28,49.504631,51.098309,49.086868,50.982265,39.700478,43729661.0,2000,28,11
2000-11-29,50.750175,51.430969,50.131271,50.626392,39.423351,33517955.0,2000,29,11
2000-11-30,50.595448,51.098309,50.363361,50.773384,39.537815,20244361.0,2000,30,11
2000-12-01,50.595448,51.098309,50.208633,50.765648,39.531792,23417451.0,2000,1,12
2000-12-04,50.889427,51.895149,50.889427,51.461914,40.073986,31745811.0,2000,4,12
2000-12-05,51.755894,52.575943,51.724949,52.405746,40.808949,24415873.0,2000,5,12
2000-12-06,53.334103,53.334103,52.080818,52.181393,40.634247,20176370.0,2000,6,12
2000-12-07,52.049873,52.661041,51.949303,52.22781,40.670399,14086701.0,2000,7,12
2000-12-08,52.297436,52.900867,52.16592,52.514053,40.893291,27549429.0,2000,8,12
2000-12-11,52.746143,53.682236,52.606888,53.527508,41.682487,39190021.0,2000,11,12
2000-12-12,53.689972,53.720917,53.14843,53.272209,41.483685,15382629.0,2000,12,12
2000-12-13,53.535248,54.084522,53.287685,53.751862,41.857197,26336072.0,2000,13,12
2000-12-14,53.829224,54.587383,53.38052,53.581665,41.724659,40825007.0,2000,14,12
2000-12-15,53.38052,53.38052,52.034401,52.2897,40.718594,25940644.0,2000,15,12
2000-12-18,51.83326,53.055595,51.067364,52.808033,41.122227,24617662.0,2000,18,12
2000-12-19,53.109749,53.31863,52.312908,52.514053,40.893291,22755779.0,2000,19,12
2000-12-20,53.38052,53.38052,52.204601,52.893131,41.188492,13533931.0,2000,20,12
2000-12-21,52.62236,53.372784,52.073086,52.962757,41.242695,27446893.0,2000,21,12
2000-12-22,53.303158,53.689972,52.181393,52.328381,40.748711,23000760.0,2000,22,12
2000-12-25,52.328381,52.328381,52.328381,52.328381,40.748711,0.0,2000,25,12
2000-12-26,52.150448,52.900867,50.525822,50.750175,39.519745,24655005.0,2000,26,12
2000-12-27,50.440723,51.83326,50.131271,51.531544,40.128204,25901957.0,2000,27,12
2000-12-28,51.957039,52.637833,51.492863,52.421219,40.821003,26127096.0,2000,28,12
2000-12-29,52.367062,52.715199,52.150448,52.444427,40.839073,17362708.0,2000,29,12
2001-01-01,52.606888,53.171638,52.452164,52.877659,41.176445,19442331.0,2001,1,1
2001-01-02,52.661041,55.546684,52.645569,54.819473,42.688549,42810928.0,2001,2,1
2001-01-03,54.92778,55.964447,54.618328,55.709148,43.381351,57159622.0,2001,3,1
2001-01-04,55.562157,56.769024,55.113453,55.361015,43.11026,38666386.0,2001,4,1
2001-01-05,55.15987,56.753551,55.15987,56.366734,43.893425,48215173.0,2001,5,1
2001-01-08,56.088226,56.854122,55.275913,55.732357,43.399426,44224788.0,2001,8,1
2001-01-09,55.608578,55.979919,55.252705,55.384224,43.128326,29172070.0,2001,9,1
2001-01-10,55.477058,55.925766,54.022633,54.417187,42.375286,30575175.0,2001,10,1
2001-01-11,54.540966,55.283649,54.308876,55.051563,42.869286,26309541.0,2001,11,1
2001-01-12,55.229496,55.45385,54.773056,54.858154,42.718674,15527905.0,2001,12,1
2001-01-15,54.780792,55.15987,54.463604,55.012878,42.839165,12782448.0,2001,15,1
2001-01-16,55.012878,57.310562,55.012878,57.00111,44.387424,67196704.0,2001,16,1
2001-01-17,57.418873,57.473026,55.894817,56.0186,43.622322,26913441.0,2001,17,1
2001-01-18,56.165588,56.70713,55.910294,56.436359,43.947643,17645699.0,2001,18,1
2001-01-19,56.490517,57.836632,56.490517,57.109421,44.471756,42422507.0,2001,19,1
2001-01-22,57.093948,58.161556,56.954693,57.944942,45.122391,49039029.0,2001,22,1
2001-01-23,57.983624,59.453522,57.983624,59.051231,45.983883,53475157.0,2001,23,1
2001-01-24,59.47673,59.492203,58.563847,58.85009,45.827244,35295295.0,2001,24,1
2001-01-25,59.028023,59.337475,58.277603,59.058968,45.989902,29017487.0,2001,25,1
2001-01-26,59.058968,59.058968,59.058968,59.058968,45.989902,0.0,2001,26,1
2001-01-29,58.795937,58.795937,55.856136,58.432327,45.501923,32795058.0,2001,29,1
2001-01-30,58.571583,60.497921,58.571583,60.289043,46.947773,67947747.0,2001,30,1
2001-01-31,62.664089,62.664089,58.950661,59.507675,46.339298,38132921.0,2001,31,1
2001-02-01,59.337475,60.126579,57.666435,59.747501,46.526073,82349366.0,2001,1,2
2001-02-02,59.492203,61.256081,59.407104,61.039463,47.532135,65464708.0,2001,2,2
2001-02-05,60.822845,61.967819,60.381878,61.758942,48.092396,68962152.0,2001,5,2
2001-02-06,61.890457,62.277271,61.310234,61.557796,47.935768,39092901.0,2001,6,2
2001-02-07,61.2174,61.573269,60.652649,60.877003,47.405621,23506544.0,2001,7,2
2001-02-08,60.52887,61.495907,60.420559,61.263817,47.706837,30915221.0,2001,8,2
2001-02-09,61.426277,62.199909,61.000782,61.720261,48.062271,45047590.0,2001,9,2
2001-02-12,61.310234,62.880707,61.155506,61.975555,48.261082,42586286.0,2001,12,2
2001-02-13,62.199909,63.731701,61.503643,63.445454,49.405693,55148262.0,2001,13,2
2001-02-14,64.188141,64.582695,63.368092,64.296448,50.068382,57887223.0,2001,14,2
2001-02-15,64.211349,65.820503,63.901897,65.40274,50.929859,95050871.0,2001,15,2
2001-02-16,65.588409,66.431671,64.984978,65.364059,50.89975,81979234.0,2001,16,2
2001-02-19,65.449158,66.075798,64.752892,65.812767,51.249149,41141631.0,2001,19,2
2001-02-20,65.603882,65.998436,65.139709,65.418213,50.941906,46248712.0,2001,20,2
2001-02-21,65.456894,65.735405,63.762646,64.072098,49.893677,50993799.0,2001,21,2
2001-02-22,63.901897,64.830254,63.221104,64.157196,49.959942,50329509.0,2001,22,2
2001-02-23,64.219086,65.077812,63.375828,63.638863,49.556313,49943194.0,2001,23,2
2001-02-26,63.468662,63.886425,62.393318,62.857494,48.947845,40210405.0,2001,26,2
2001-02-27,63.050903,63.321674,61.472698,62.215382,48.447826,36261764.0,2001,27,2
2001-02-28,62.199909,64.984978,61.991032,64.072098,49.893677,71413412.0,2001,28,2
2001-03-01,64.366074,69.007858,64.366074,67.800995,52.797413,103004136.0,2001,1,3
2001-03-02,68.079506,69.781494,64.234558,64.845726,50.496105,86709799.0,2001,2,3
2001-03-05,65.062347,65.758614,62.277271,63.22884,49.237026,61010290.0,2001,5,3
2001-03-06,63.22884,63.22884,63.22884,63.22884,49.237026,0.0,2001,6,3
2001-03-07,63.747169,65.712196,61.67384,63.747169,49.640656,48763594.0,2001,7,3
2001-03-08,63.971523,65.008186,63.29073,63.963787,49.809334,28634714.0,2001,8,3
2001-03-09,63.607918,63.607918,61.681576,63.360355,49.339436,25377081.0,2001,9,3
